cv_fold_1_rep_1	cv_fold_2_rep_1	cv_fold_3_rep_1	cv_fold_4_rep_1	cv_fold_5_rep_1	cv_fold_6_rep_1	cv_fold_7_rep_1	cv_fold_8_rep_1	cv_fold_9_rep_1	cv_fold_10_rep_1	cv_fold_1_rep_2	cv_fold_2_rep_2	cv_fold_3_rep_2	cv_fold_4_rep_2	cv_fold_5_rep_2	cv_fold_6_rep_2	cv_fold_7_rep_2	cv_fold_8_rep_2	cv_fold_9_rep_2	cv_fold_10_rep_2	cv_fold_1_rep_3	cv_fold_2_rep_3	cv_fold_3_rep_3	cv_fold_4_rep_3	cv_fold_5_rep_3	cv_fold_6_rep_3	cv_fold_7_rep_3	cv_fold_8_rep_3	cv_fold_9_rep_3	cv_fold_10_rep_3	cv_fold_1_rep_4	cv_fold_2_rep_4	cv_fold_3_rep_4	cv_fold_4_rep_4	cv_fold_5_rep_4	cv_fold_6_rep_4	cv_fold_7_rep_4	cv_fold_8_rep_4	cv_fold_9_rep_4	cv_fold_10_rep_4	cv_fold_1_rep_5	cv_fold_2_rep_5	cv_fold_3_rep_5	cv_fold_4_rep_5	cv_fold_5_rep_5	cv_fold_6_rep_5	cv_fold_7_rep_5	cv_fold_8_rep_5	cv_fold_9_rep_5	cv_fold_10_rep_5	cv_fold_1_rep_6	cv_fold_2_rep_6	cv_fold_3_rep_6	cv_fold_4_rep_6	cv_fold_5_rep_6	cv_fold_6_rep_6	cv_fold_7_rep_6	cv_fold_8_rep_6	cv_fold_9_rep_6	cv_fold_10_rep_6	cv_fold_1_rep_7	cv_fold_2_rep_7	cv_fold_3_rep_7	cv_fold_4_rep_7	cv_fold_5_rep_7	cv_fold_6_rep_7	cv_fold_7_rep_7	cv_fold_8_rep_7	cv_fold_9_rep_7	cv_fold_10_rep_7	cv_fold_1_rep_8	cv_fold_2_rep_8	cv_fold_3_rep_8	cv_fold_4_rep_8	cv_fold_5_rep_8	cv_fold_6_rep_8	cv_fold_7_rep_8	cv_fold_8_rep_8	cv_fold_9_rep_8	cv_fold_10_rep_8	cv_fold_1_rep_9	cv_fold_2_rep_9	cv_fold_3_rep_9	cv_fold_4_rep_9	cv_fold_5_rep_9	cv_fold_6_rep_9	cv_fold_7_rep_9	cv_fold_8_rep_9	cv_fold_9_rep_9	cv_fold_10_rep_9	cv_fold_1_rep_10	cv_fold_2_rep_10	cv_fold_3_rep_10	cv_fold_4_rep_10	cv_fold_5_rep_10	cv_fold_6_rep_10	cv_fold_7_rep_10	cv_fold_8_rep_10	cv_fold_9_rep_10	cv_fold_10_rep_10
Haemophilus_parainfluenzae	-45.0497861894872	0	0	-85.6194408078401	-122.551221749006	0	-139.907534227532	-183.083892101041	-104.749757468181	0	0	0	-7.99577629538725	0	-128.21660525174	0	-69.8070613710915	-15.8006082779922	0	-0.451070096556787	0	-219.735403324673	0	-48.4645579567472	-15.4245168405853	0	0	-127.857782168459	-54.4010777512445	-13.479491832207	0	0	0	0	-128.290747659544	-42.2199318890781	-97.1912315230807	-133.699246625072	0	-39.2308622794853	-1.54007133596372	0	-15.751045413339	-136.531977769341	-41.5338005721616	-61.6423619008183	0	-64.8117676883782	-123.883076952018	-25.3636746591579	0	-92.0554439577147	0	-33.6055370714037	0	-9.28528062903395	-6.55480997205714	0	-24.2117238138842	0	0	0	-38.9460756780934	-17.2381258991229	-120.954755875259	-54.3240919714873	-2.34429674125592	-82.2235464724835	0	0	0	-102.575344561515	-89.9706434508282	0	0	-44.333896783486	-1.2070439545876	-107.585808575984	0	-89.055095585869	-19.492124582869	0	0	0	-61.7812506849435	-181.808252194123	0	-65.2304110946732	0	0	-34.5280660243285	-15.618923188144	0	0	0	-53.0326815844005	-5.54319919826527	0	-154.318743524957	-189.333813690717
motu_linkage_group_131	-636.569521864188	-1367.35118527039	-1184.2340230239	-513.234343420591	-1830.12299569262	-1549.07985480017	-1486.04839849084	-681.795637542484	-789.957775540415	-766.203562778226	-57.726847758469	-1828.48741530596	-375.621786097453	-203.955900921	-1551.6537345409	-280.926133754964	-1255.3500816583	-1163.71481128493	0	-301.934700638757	-948.568099476815	-1852.86715440242	-1325.44488967091	-514.446241765766	-946.3057606828	-338.756733907053	-534.536088255723	-1779.83246107689	-1087.8144288706	-1783.98125791797	-245.996972282563	-1688.30272251315	0	0	-1508.16268380163	-674.735803791415	-1098.53075537651	-1259.37334891668	-865.111488997825	-1302.7263261778	-968.650592083295	-48.8665431509404	-493.829362220055	-1746.69789361358	-756.807703220873	-1071.03206239794	-307.075695186651	-1639.88612436683	-436.676415372029	-2618.12832205452	-2779.96226806277	-1313.6612978275	-709.017785208743	-1871.95161627338	-122.721707531847	-639.257795507885	-860.009878061355	-654.15987493314	-207.526481773862	-1434.6460606715	-384.095281318322	-583.250144010027	-457.516115757184	-734.274286098043	-1144.8997180677	-1171.80567663256	-840.278157597267	-1735.9043476862	-870.856929626251	0	-419.874674027031	-1384.29721120538	-1686.29578636874	-203.713387210768	-627.468204386629	-985.42766112681	-367.669288268664	-1086.96511105259	-79.3393336363426	-1180.15757274514	-1556.96993724888	0	-23.8568762602868	-341.497580982988	-1769.6941344193	-1303.5971441254	-750.206890028718	-265.682856857114	-465.240208270968	0	0	-1196.45394147577	-680.321258681519	-301.075997264531	0	-1231.24006912753	-593.080379739588	-764.98120329175	-756.458634309972	-1232.38306853845
Bacteroides_xylanisolvens	0	9.0676151969118	9.36501130665418	0	11.3849050914487	21.3241030521231	5.29893143351477	17.5894092558672	1.2598654900557	0	0	6.92194353980135	4.8563746811869	0	0	2.91429037730386	14.7463864224807	0.854787915110585	12.0998690589687	4.67727260406767	5.38507122858518	11.2972456684393	0	8.88617902653477	7.88106152741	0	5.2263180483533	0	9.52379271257514	0	0	8.27438971109493	0	0	5.90620079988765	9.9287472761679	16.0453488048889	5.58077794740039	4.07377553978225	14.7497584295028	14.5136114515453	3.14537672711466	4.79018829665461	22.6360175440069	0	10.5705214120708	0	10.8206746922326	0	0	7.67071364224913	4.98551443879286	1.60195734649077	13.963154844026	9.29059734677348	6.42474987067415	19.0539779089031	0	0.589409831327573	0.40738700009294	0.840595762990015	0	15.6039888130842	1.92597030650126	4.83222660318397	10.0761531446635	2.4626701796963	21.9389696465868	0.592332254448899	0	0	4.4439397238064	6.81077563277379	0.693365580394463	4.01175356860215	10.1255142548173	11.6615140880799	16.1030489224449	0.331135408501769	0	19.3671336940008	0	0	2.87840109638162	8.02458941717579	6.44798383041582	16.8466427248172	11.9876729927249	0	0	7.73757305077162	11.0165048105837	12.1183992270306	0	0.629115091303003	2.56429909059756	11.9059783054062	5.74454472324718	0	6.43506854256443
motu_linkage_group_115	0.884263882757184	14.0523332333058	6.05430641389304	19.9364365088125	1.41760006057008	11.4488633261825	5.39354144516339	11.2177439488229	21.9777990438059	6.05141193529522	0	0	3.03855163668411	0	13.4927627452802	0	7.11151633581598	0	11.3840947047052	4.09644618860342	0.957789550702536	16.0968627502684	13.7694304962258	19.6909174084287	2.31714805735872	0	3.72600831369216	12.0816096504572	4.73566916947493	5.83422582312263	0	4.68456654716998	0.893620210656513	0	6.91838672341117	15.2042677028087	12.0823999809586	13.0709216898451	3.5450571729438	4.39823776183555	0	0.315798738667991	6.24481842068813	4.74218087154111	2.43486824929254	0	1.72123166188222	7.74142430749462	11.1102556096316	25.5000577784549	15.1006514036003	17.6198974130708	0.229257311676178	16.1042188573306	1.30859822226064	5.92439121548379	5.67280876002842	0	0.479395393441937	7.18970284627042	0	11.5058287685319	0	0.752420226430784	11.6282741056571	14.0589294994452	6.98604278803088	7.27757723259286	0.165859367673398	0	3.64219422108659	4.56390390560802	9.96585060374654	0	0	0	6.4064672784883	14.5006700884733	0	7.27103618264115	8.5707514098449	0	0	0	8.18216270318512	16.8427885087333	0	3.31631233091636	2.7028830653049	0	3.30243813271933	2.7409085580895	3.91898226216364	0	0	1.06301549737528	2.18159132194983	2.57329528766731	5.9612735551033	5.57340572507789
Klebsiella_oxytoca	-80.3342970533436	-183.055072943697	-93.9704753671798	-198.538666927054	-122.781101223129	-159.92340194505	-24.3648923162013	-241.433835833102	-300.521131964356	-96.4563400777208	-34.7005641053605	-88.5783019592312	-79.9217716023056	-1.33718786720111	-128.453604023395	-56.6699447174303	-219.911116015479	-76.7102177597516	-102.005982731148	-43.2987832434489	-49.5229564232191	-43.5625650847963	-40.3599136026441	-183.846640675638	-159.456936270215	-44.8266986677599	-57.1553033874511	-220.451561174368	-83.9432924936884	-318.169013691256	-70.6900819366236	-4.63273164062754	-54.431670935053	-37.7135142840473	-202.841079646303	-44.4112337167491	-94.2388305147394	-166.258335901451	-89.5443446557096	-100.418879752625	-136.668353493605	-37.1796219918	-64.9988460882035	-113.765623906716	-82.2004667214817	-211.279892294695	-74.6713016579148	-174.731802642221	-228.039761067139	0	-156.606385017499	-185.691565425111	-73.6397814882409	-92.1712053015581	-55.2156795273172	-82.7537206888104	-85.4063368261359	-35.0481131129097	-71.2835221754486	-138.168853297539	-48.7091725157595	-26.443177050687	-148.093122445568	-103.727355279932	-162.562841508425	-156.390824779994	-145.485401839077	-124.797329635009	-51.2468204568715	0	-10.1260614269473	-132.512182563575	-98.4722272509301	0	-83.3042068699403	0	-162.587206536161	-202.194058840552	-37.0510816533631	-190.79259506156	-150.796825653556	0	0	-34.0235521567598	-130.81928644637	-261.847342566038	-185.231600902451	-46.9370265039785	-20.1974553693641	-44.0728597714082	-37.2588213480733	-96.3698839160301	-84.3593828519469	-24.4548385241502	-37.5618392631115	-160.371058854897	-67.6571774887307	-78.509590357005	-189.602102685249	-220.836283205232
motu_linkage_group_385	-20.8198376552056	0	0	-82.6184319211699	-32.3262000164917	-55.2637982339375	-26.3441938755259	-78.7208373292114	-71.3178929188782	-16.6942336617422	0	0	-21.9664974973378	0	-221.76214226389	0	-52.9003562042051	-0.439214229514814	-30.4938187581908	0	0	-30.9812384688036	-26.9465398445142	-61.4893932571259	-53.4830801832003	0	0	-70.9974106612164	-4.85273722760192	-8.21016892062179	0	-5.77542568297156	0	0	-63.9130196943163	-47.4972210351002	-22.075204295619	-0.608758639107442	-7.43284125233139	-16.4713077004097	0	0	0	-12.5633458292099	-48.2874968887292	-61.3766345665784	0	-32.5694579254712	-32.2526215703507	-77.5384414221213	0	-59.0762773992102	0	-24.7087649835681	0	-27.1950585522522	-10.4184007310171	0	-76.6294890813382	-5.18999335651174	0	-12.4324040927354	-10.4774612839824	0	-79.4466491678162	-29.8937255176692	0	-18.2113624351201	-3.11969777532565	0	0	-124.346557445737	-15.8653026921355	0	0	0	-25.6971801588059	-37.3869734584322	0	-79.4034361316993	-31.2987286490644	0	0	0	-24.6499318546293	-96.5802431573964	-23.088127798168	0	0	0	-20.4510069034853	0	-17.3452455094705	0	0	0	0	-9.70299917227172	-39.2129834317916	-44.6674968567002
motu_linkage_group_145	55.0185979719215	0	11.2602819888448	85.1895841662013	0	62.695914767742	17.3522182154096	67.3304440436829	83.0613174091661	13.3886319508096	0	90.0492308381257	21.0903789149646	0	80.9045997100396	0	16.1095045147404	16.8522391028189	0	0	15.7292238759188	81.2393440440424	100.287680183755	0	45.352471815986	2.36658866173052	4.06880082942953	4.63504934036687	5.26271139021152	0	0	43.0414279509991	25.0587613378037	0	90.7655145481471	20.2742684323349	42.1163263031654	28.9573190783867	22.7486889131712	31.0725783860264	18.828392433084	0	0	12.017744030913	60.9509614926342	18.115781536049	8.92384422832583	0.725027723930671	31.4267403816939	64.6241146344798	116.862232047545	31.4708336296284	0	62.4568219877367	0	14.8587585017499	34.0407527162789	17.6461412745572	1.55124085010746	53.8701771990269	8.41172299492218	0	33.5322345518049	0	4.11968457417079	37.1079595013026	70.3682367146835	16.1773699461475	2.15251892962798	0	0	56.6418443091306	74.9149163652411	0	0	28.3451110838319	0	53.911048348808	0	64.4368815849938	0	0	0	5.26533259631764	72.7539827256382	19.825959862105	18.4761471760998	21.3894303658046	0	0	34.6972347895831	0	38.0646835175908	0	0	41.1500183486188	0	0	63.8931563396106	2.22999124702341
Lactobacillus_delbrueckii	1295.01577257115	3482.8252404518	0	7744.01333631872	2914.99842216875	7630.12282316478	0	4776.57694551298	0	8793.26023919333	1487.35257102256	390.438425357862	185.101558019818	0	9603.14558414032	0	4348.5776535446	0	0	0	1431.26441112667	8375.77329009205	10651.791151705	13621.8305347775	0	0	0	1096.20421024941	0	2476.80781489915	0	1304.61368774152	0	765.875196705181	3375.37289982306	7260.16826275765	4649.20385463673	3670.56708032697	0	0	0	0	0	2158.08112253934	3561.27154355878	5435.11546692253	4175.8721204678	1600.09506366614	0	6600.48182154327	8466.2228499129	4180.57275211342	1265.83096216048	0	1879.25115011937	0	0	0	0	5362.27263678583	0	0	2998.93360017179	431.481817249062	6687.00546083608	0	3506.8707557036	4795.43005552919	3762.87830059636	0	0	3925.60623020337	1862.69343631274	0	4629.5239956072	496.703506998506	0	2799.08194809092	0	1758.27188175127	6295.95512838966	0	0	0	1595.15489918512	2231.3487625106	0	0	2845.96196793977	0	1944.38745739962	0	3615.41776433574	0	0	0	0	0	4269.36725947296	10626.3985501609
motu_linkage_group_333	4.36468161767053	0	3.67604134110061	1.04056765152916	0	3.46218833662464	16.7826785022601	6.82952676254252	0.80043264964243	2.78727353709306	0	16.6375683923087	6.97037735579136	0	0	8.49262894035047	0	0	0	2.91423150827282	1.72582461209059	0	5.16817586088835	0	4.47396633947243	0.761384913186818	2.2741888180796	6.57936800042017	0.916021051232077	0	12.0295147255683	5.96464754156591	4.08232030289189	0	5.27197123970369	0.844946747807544	2.26667984218734	0.167389612200943	1.1835040258734	0	7.57347092558582	0	0	5.36544695896947	9.88310820322225	0	1.89497720626516	3.53906454766593	12.6339890967626	3.24229608150193	8.94685533784348	0	0	0	10.4592121321056	0	8.19921039105559	2.15171621966815	3.39551101929398	9.83993566329389	0	0	8.41733423705506	7.59836283959294	0	3.7976907003297	3.01311185852102	0	9.58660974493935	0	0	17.0924386489521	7.06256511121143	0	9.45123815646279	5.69310548477532	2.15762616568677	2.89077216764497	0	10.2579138737161	4.75335594218537	0	0	3.90157762436177	12.3461222564267	0	0	0	0	0.00297477685873372	3.11780238710216	3.87582145354124	10.1175960255341	3.12038480596965	0	11.1108490963528	0	4.28010904033275	0	0
motu_linkage_group_498	-14.5486047458122	-29.8033157390217	-39.7797165504289	-31.4182391338893	-15.0877348096419	-8.42339663312777	-25.3401469714381	-44.5965106856311	-48.0968871899816	-11.6259340659083	-4.05320577023546	-12.6395654466012	-14.7664206194993	-20.9404271495549	-23.8175444330968	-12.2612334002682	0	-27.3684645557783	-23.8850052968369	-24.8327661272639	-13.3630759654844	0	-19.3154631316208	-54.5646478751961	-25.4544686661705	-22.8100395778591	-16.9041534032552	-21.7067188155974	-17.8348608263024	-12.7934213086227	-8.67132479125247	-28.9529893939712	-9.98906491626847	-3.37183143554659	-24.0076754502716	-48.5176092424474	-33.452341358061	-18.2601188859429	-14.4481311564131	-22.488531900069	-21.7546271824151	-17.8559269455043	-10.3247035801366	-11.388788119097	-25.3793126579663	-29.1636629370375	-11.0795173486183	-26.3725122781238	-62.0637191217415	-26.040683727675	-51.5155097338842	-63.4830810828941	-20.3559856702376	-1.71121036020634	-18.0604053596733	-19.0281999235271	-13.9643933221239	-15.151748841523	-15.8758926724292	-16.4063280610651	-21.5551579095457	-13.6466440270125	-24.4851014517921	-19.4926708592607	-39.3259108217683	-12.9328364853937	-25.861534534184	-29.523086831645	-19.6855831063287	0	-18.7974336326495	-25.6864246212566	-26.7317591560669	-8.8914905783414	-9.52674521959703	-18.4966635176556	-4.94424356630272	-53.7934846005972	-18.2360781126726	-13.4690559543693	-36.2080474122822	-9.38323816677266	-4.1165736044164	-15.3157172828688	0	-22.5534498102545	-26.750126499913	-29.1463174754341	-22.9684791829737	-8.726942788731	-15.445201496423	-22.6364288257594	-19.4435136434956	-10.8658566787777	-9.02186758997586	-27.1738914653997	-21.2381947891126	-24.3731414061832	-23.5617934072823	-17.5423325835689
motu_linkage_group_517	1.25633246387849	30.9303877887719	0	0	38.4724603116259	52.5202756084016	28.4852752485035	45.4335156159739	86.3971023665496	9.43439520633162	0	23.6184061866311	17.3036021967772	0	39.2214518987083	5.57128966405802	23.9004825470719	12.0245787242021	0	0	2.91582255701814	29.9013625089579	4.45254316202419	19.7475949262786	23.0039427562144	0	0	28.8156129412327	15.2524791836153	3.71063138441921	0.0709294192966448	12.3891622994561	9.16885346400174	0	0	21.5103543036373	16.8894255251266	48.5553679244637	4.29524385432676	20.8112318902449	6.94631889144131	0	3.55841987105941	0	30.2389195394294	54.5157335852644	3.92111527772462	11.8518495826065	22.9478037022933	26.7118729909952	41.5536932188348	8.16543501034652	3.75764036735175	9.96804978329934	0	13.426270298027	9.37709384050432	0	2.59284010025337	24.8288355946534	14.5121206052815	0	19.1662190785201	3.29954566741558	49.5256560076265	24.4768340156066	33.4100927078669	0	0	0	0	0	20.5237572417575	0	3.72382022241671	9.12926462228119	12.2198025461136	53.1635061262354	0	0	9.64055953947417	0	0	0.848774526620158	33.2080366771946	8.82445891344289	0	0	0	0	0	0	27.208254975968	0	6.63188559522991	15.807866203908	1.82306860467326	0	36.3685561050181	40.0145993004499
Streptococcus_agalactiae	-1177.21501019495	-257.01395377844	0	-2029.18738232404	-2617.898516333	0	-2540.03932808294	-3397.94725047731	-2545.08449020088	0	0	-3044.1120502485	0	0	-3625.6281678802	0	-1806.37294337028	-267.170617784632	-136.195234816897	0	0	-1724.31135712866	-2240.51545801212	0	-878.080036235719	0	0	-4473.69200152777	0	-1988.7603166032	0	-95.5144318968563	-464.35046634259	0	-1064.58513330118	-3665.81175599346	-1545.60833318514	-776.431214040994	-365.214882516374	0	0	0	0	-1208.6731644508	0	0	0	-2498.96603517339	-2409.81841576378	-2103.03225941296	-3089.69360238283	-2578.82059234811	0	-480.632879839964	-589.530331232949	0	-595.876044129246	0	0	-2444.99828161517	-100.106464751481	0	-2313.16336611662	0	-2432.75592430977	0	-1373.96811548411	-1347.3407525403	0	0	0	0	-1412.85078494269	0	0	-109.701610422915	-3380.03442673216	-1443.90463844907	0	-1716.846520621	-1500.52203157935	0	0	0	-1583.4450387754	-3077.24627074016	0	0	0	0	-1019.48553346647	0	-710.177225565691	0	0	0	-552.910611937156	0	-843.790502351385	-2077.33642104845
motu_linkage_group_491	-1663.37323702578	-4221.39296897314	-1289.15342383725	-3495.04172022356	0	-3890.77786088585	-2464.88985582195	-3692.13591786431	0	0	0	0	-4195.32664447677	0	-1552.30923500533	-1036.82788966604	0	-858.412320604651	-3314.93564944775	0	-529.513102772626	-2140.6162210783	-7555.07821180004	0	-1161.17914850561	-779.301592049953	0	-1484.90237982581	-2152.54700503094	0	0	-6916.49361902169	0	0	-3184.28274502957	-2497.91477486216	-4687.02063777435	-6034.19975091133	0	-1441.6942330913	-3162.59392720424	0	0	-6772.41508288699	-2420.71054283364	0	0	-501.870919078579	-1781.08632742185	-2424.42309702332	0	0	0	-7048.48040911007	0	-381.82095879072	0	0	0	-3814.77324901909	0	0	-313.002039980329	-2172.14231625104	-3501.70018675013	-4120.81700538047	-3663.04206306548	-6334.95220500088	0	0	0	0	-6083.64852634974	0	0	-1573.43685767643	-1656.3739664229	0	0	0	-1745.97786549083	0	0	0	0	-3604.64161109258	0	-396.402984890947	0	0	-3216.07922966457	0	-2790.29511673559	0	0	-563.867266808874	-279.633752350553	0	-1532.50968726381	0
Actinomyces_odontolyticus	17.9466845820562	52.9458097562109	0	66.721042536681	34.0631971472028	49.2229413281428	48.7576460568402	101.453747772662	57.1250164760847	26.4187956574994	0	64.5245296301734	23.1766742555656	2.5468310204554	57.0778319959897	10.205868329457	65.0057255167666	20.4271922962479	23.8488100868145	0	23.0780546413725	37.5587140803466	43.8710318800132	65.0486775542967	30.1860312844747	17.8181975071317	0	51.8975342840044	19.7354882861593	64.9066416700026	17.0371515501715	23.8452150274381	0	0	45.407337244954	70.4937006215185	49.522132188241	32.0731999285833	11.9498422560977	42.3847220862309	35.9063096539211	1.56274262296327	0	37.9918888120825	16.5716924865387	68.5096711496915	11.8779889453838	36.1835896856037	136.658067420613	40.1216594513872	58.2507653159077	119.170890287092	8.3300862482733	28.7347563702383	10.0305007157381	15.4845165283764	45.3851772390549	1.56470359420452	2.44537698679146	36.121325499687	17.4462967438493	14.1711648780008	15.554111428698	21.3880595683407	60.5899096170898	33.3804783478349	44.647151356881	50.5303645734994	13.3967113853755	0	6.20034804819158	40.3441000258851	32.0238216767767	0.918224796939077	0	24.3533705309749	10.8923515452085	97.5967916101037	12.190623328016	71.0978545363001	52.0394572127416	0	0	0	32.7800301206969	71.2427093501719	37.9598094306404	25.8696932570062	0	0	15.6908762275668	11.8348386900788	42.2366406673006	1.67585840486226	13.0166739349861	34.9437167838537	0	17.940830152338	61.9450708981858	20.3362838365791
motu_linkage_group_559	-1452.99966907651	-1487.55804209609	0	-2134.973967074	0	-1757.68024213536	-1252.00655378117	-2750.63195324386	-1465.28258447834	-1483.84001303919	0	-1629.08566734299	0	0	-2522.3925024736	0	-4285.14677575856	-1024.57350226392	0	0	-780.278802382787	0	-217.173678841736	-2939.0185723487	-700.818857097959	-760.933901399023	0	-3288.19709769772	-547.709894056571	-1102.14089235716	0	-634.157525308584	0	0	-1550.1639821613	-1686.75033382532	-1294.18483402514	0	-1586.29397501726	-1793.83982526301	0	0	-771.293138721575	-1893.35508054653	-144.075308671221	-1720.63038758621	-339.812754913208	0	-574.196163819427	-2601.35229825451	-1596.7973282271	-5621.33537187617	-409.280917806947	-1426.34209249013	-537.493385853759	-1541.67692372301	-510.899817846607	0	0	-1999.08211436099	0	0	-1160.33838224038	0	-2356.40357450993	-818.70688769103	-1668.13202066677	-1366.45567470176	-504.127318636207	0	0	0	-192.027576972899	0	0	0	-491.478253571072	-3486.2942584264	0	-1127.44359364285	-2127.98966487335	0	0	0	-968.584406371004	-1786.56014598284	0	-1381.55596979871	0	0	-1312.54138252771	0	-742.232700331008	0	0	-2708.82662049951	0	-376.521867677064	-2279.16158346751	0
Actinomyces_viscosus	0	-227.081287511366	-111.31203419419	-219.273616809662	-191.65353607936	-470.333506324849	-271.303856025987	-406.743506097022	-339.273436718748	-52.7819562552127	0	-99.155229461128	0	0	-516.203756634568	0	-544.920490133163	0	-110.614607768387	0	0	-347.77529293156	-434.559532780048	-411.975942291807	-18.0264181386081	0	0	-628.175104236986	0	-255.424459671025	0	0	0	0	-181.620712645395	-414.041920472942	-234.566123553225	-187.444187904798	-79.4784957603493	-76.3855003573621	0	0	0	-410.895678761597	-9.47052017210745	-166.864691987229	0	-190.175622861178	-323.199502135697	-595.399753372012	-549.780595025069	-425.75547070448	0	-35.2304744996392	0	0	-123.990007750898	0	0	-245.524057885213	0	-196.626325052081	0	0	-460.182319573829	-108.66951869833	-267.873100850556	-70.7700970954461	0	0	0	-163.273527488554	-271.673217300873	0	0	0	-37.9346748923778	0	0	-284.392370094603	-139.377494171932	0	0	0	-301.833057878191	-239.954694330189	-69.5972067801604	-9.72435793014486	0	0	0	-37.2089691334774	-48.2568371484583	0	0	0	-9.69536278860598	-3.90817636626056	-37.0013989815658	-362.275277569783
motu_linkage_group_588	0	-1.17047503127231	0	-5.18810101184976	-1.33712028666602	-2.63208342711847	-3.75259896889989	-4.09536966686743	-4.30211681724304	-1.40782486365102	0	-1.27780165855361	-0.341640374437969	0	-5.35016696790821	0	-4.05416371198921	0	-0.00183918419076739	0	0	-1.57977546964453	-4.64410732752046	-3.05028858424754	-2.84743499309361	0	0	0	0	-4.02790121660167	0	-1.89955660615432	0	0	-2.28783550104238	-3.56951859809882	-3.03011998582404	-0.363974394742915	0	0	0	0	0	-3.36272175224854	0	-3.16619664770367	0	-2.10524951017497	-4.43133711162597	0	-5.33863649372351	0	-0.389816565889816	-1.66024708670822	0	0	-0.814915053444624	0	0	-2.28062705618699	0	-0.695489666620338	0	0	-3.56489439600231	-4.25436014933821	0	-2.11617377419622	0	0	0	-1.86220397065322	-2.87934494576591	0	0	0	-1.6406483137812	-3.27893394740244	0	-2.37996729996455	-1.86376182082561	0	0	0	-2.14301261315494	0	-0.180189824838644	-0.286284399288055	0	0	-0.0172251091082556	-1.9483869004641	0	0	0	0	0	-0.211834916731317	-0.924458145915575	-3.15475144552769
motu_linkage_group_463	44.976901549559	347.311278944872	119.919486506385	0	399.169253188989	296.515825870727	47.0190361778618	210.657048214092	173.010049021958	92.5330973433084	0	90.1133822803996	24.9400658070689	0	267.867539798915	0	223.737038694712	0	14.5275958716398	0	21.4619072986362	312.907902404071	88.1828496655214	375.10382369675	36.5396653279174	0	0	104.95898318057	195.859525200522	524.323158268391	32.1089623900663	222.270961240327	0	0	0	295.922108352918	374.425401741775	195.281113182689	0	104.117249593929	0	0	0	366.97946554629	0	105.970754684145	0	143.753546822551	357.895854082406	264.813903159793	375.684535092875	0	0	299.392410547682	84.9473826250449	0	240.244774759675	0	0	101.612119498256	0	122.10208091087	0	0	249.330494950911	133.3588671682	43.8315015121802	0	0	0	0	330.438306047977	268.748776280657	0	0	92.0034432228422	45.1305608676737	216.835401768508	0	373.840313956055	324.566407119692	0	0	0	308.827265530626	308.227243382158	0	158.299191413519	0	0	0	0	37.3709977341436	0	0	0	66.936823887705	12.7804190695701	409.068440096937	198.572456206186
motu_linkage_group_528	8.92430803506836	27.050629013247	13.1070885590485	33.4682170852467	32.7176949364171	25.6788534575049	24.9626788372629	45.9939398325353	4.76141512581076	15.25760291895	0	1.0557127600899	11.3046923519944	0	31.8026735785979	5.50693654581011	41.3250728249639	0	0	4.74933928036612	5.95996575767207	50.6980200186564	24.5578250897145	19.4462611920917	6.61590490887723	2.18757036988509	5.44567538419334	23.3313755767011	16.9141700227056	2.22435543286013	0	16.5789918377175	0.472647553924901	0	27.6073374532144	25.2597706247063	7.71948962214504	24.7789785046688	9.12967248935631	20.7338019708927	10.611163524239	5.17715875341839	1.0219466303694	29.4613102979479	20.9418808652409	25.8598415973068	0	23.7402060515894	23.1384280185313	41.2094966079479	0	48.8282972366554	4.72479644956347	17.1295298441504	6.35331269038056	8.15753485095657	15.4490961633006	11.9658690881982	0	24.4847708219273	4.20543766362829	24.7132218652855	15.7996269277443	0	35.1500398973494	32.1828482409522	17.0059360185756	5.21381191143314	0.835334279604717	0	0	21.3208573584218	26.745819907944	0	0	13.1078009382793	14.8481350738765	36.480008999144	0	30.4705298543639	21.9254561448037	0	0	2.08543335941953	31.8115137475749	29.4248679225201	10.6237398138317	6.00408363785455	0.541509565901089	0	15.7463140731489	7.75303397002345	13.7287354592798	0.761797209218612	2.99197873044178	6.10446553351984	7.88945790187255	4.79621568019465	16.7452009620928	2.63706058092457
motu_linkage_group_260	1.75638895395915	2.56510780994467	0.144262483098905	2.89102126308915	2.10764919036631	0.198314205179564	0	9.40480008508678	8.07348951756447	4.58705650009405	0	1.36631326104321	0	0	11.5398753481094	0	0	0	0	0	3.24224110956653	5.87882214771447	5.55961636143505	6.94710625822887	1.81784880516121	0	0	6.10880275363267	1.72712483698905	1.34933005250789	1.28670721690165	1.00460567083963	0	0	1.54374897742336	0	4.47879386037246	4.93423287285838	0	10.5203340076197	0	0	0	3.76636649173388	2.70549672143248	7.93094379824314	0	1.44559371901713	7.36562917412112	0	0	3.91191170339753	0.447339886983235	1.69581361357363	0	0.0905720908101846	3.14540362208873	0	0	8.36349166781445	4.4036959092928	0.00732560456081275	0	0	6.3328993975983	5.92957536540415	2.5431778953712	0.97270744355132	0	0	0	9.67344037733791	4.82442631113967	0	0	2.15234470576379	5.35090764693864	1.86068393099109	0	1.98935756359024	2.03745559020723	0	0	4.64843452806807	0	3.67522285150814	3.71459991346797	0.625851202510621	0	0	0.569898710368999	0	4.01784926495652	0	0	0	1.46989456011421	0	4.38894978457152	8.86914127062045
